sale_id,event_id,customer_id,reseller_id,sale_date,ticket_type,quantity,unit_price,discount_amount,gross_revenue,net_revenue,payment_status,created_at,updated_at
497,31,200,6,2024-07-26,Early Bird,4,60.0,12.0,240.0,228.0,Paid,2024-07-26T00:00:00,2024-07-27T00:00:00
498,34,196,7,2024-06-20,VIP,4,60.0,24.0,240.0,216.0,Pending,2024-06-20T00:00:00,2024-06-25T00:00:00
499,3,140,9,2024-12-15,VIP,5,150.0,112.5,750.0,637.5,Paid,2024-12-15T00:00:00,2024-12-17T00:00:00
500,52,124,7,2024-09-09,Premium,3,180.0,81.0,540.0,459.0,Pending,2024-09-09T00:00:00,2024-09-11T00:00:00
501,44,5,10,2024-09-10,Standard,2,50.0,0.0,100.0,100.0,Paid,2024-09-10T00:00:00,2024-09-13T00:00:00
502,7,146,3,2024-09-21,VIP,1,110.0,11.0,110.0,99.0,Paid,2024-09-21T00:00:00,2024-09-21T00:00:00
503,2,63,9,2024-06-25,Standard,1,60.0,3.0,60.0,57.0,Paid,2024-06-25T00:00:00,2024-06-29T00:00:00
504,9,130,2,2024-11-27,VIP,5,45.0,0.0,225.0,225.0,Refunded,2024-11-27T00:00:00,2024-12-02T00:00:00
505,60,166,10,2024-09-02,VIP,4,150.0,90.0,600.0,510.0,Paid,2024-09-02T00:00:00,2024-09-02T00:00:00
506,18,31,5,2024-07-13,VIP,1,110.0,16.5,110.0,93.5,Paid,2024-07-13T00:00:00,2024-07-14T00:00:00
507,29,252,2,2025-01-15,Standard,4,135.0,81.0,540.0,459.0,Paid,2025-01-15T00:00:00,2025-01-19T00:00:00
508,50,133,7,2024-10-30,Standard,2,60.0,0.0,120.0,120.0,Paid,2024-10-30T00:00:00,2024-10-30T00:00:00
509,5,77,7,2024-10-16,Standard,3,110.0,0.0,330.0,330.0,Paid,2024-10-16T00:00:00,2024-10-21T00:00:00
510,25,2,9,2024-06-15,Early Bird,2,200.0,60.0,400.0,340.0,Refunded,2024-06-15T00:00:00,2024-06-18T00:00:00
511,26,197,,2024-06-08,Early Bird,1,90.0,4.5,90.0,85.5,Paid,2024-06-08T00:00:00,2024-06-12T00:00:00
512,35,29,6,2024-10-27,Standard,3,50.0,15.0,150.0,135.0,Paid,2024-10-27T00:00:00,2024-10-31T00:00:00
513,55,104,10,2024-11-07,Premium,1,165.0,16.5,165.0,148.5,Pending,2024-11-07T00:00:00,2024-11-07T00:00:00
514,25,184,1,2024-04-26,Early Bird,2,200.0,60.0,400.0,340.0,Paid,2024-04-26T00:00:00,2024-05-01T00:00:00
515,29,13,3,2024-10-21,Premium,2,135.0,0.0,270.0,270.0,Refunded,2024-10-21T00:00:00,2024-10-24T00:00:00
516,5,231,8,2024-09-18,Standard,5,100.0,75.0,500.0,425.0,Paid,2024-09-18T00:00:00,2024-09-20T00:00:00
517,4,268,3,2024-05-28,Early Bird,1,165.0,0.0,165.0,165.0,Pending,2024-05-28T00:00:00,2024-05-29T00:00:00
518,48,251,2,2024-04-26,Standard,2,80.0,0.0,160.0,160.0,Refunded,2024-04-26T00:00:00,2024-04-30T00:00:00
519,3,26,10,2024-11-26,VIP,2,120.0,12.0,240.0,228.0,Paid,2024-11-26T00:00:00,2024-11-29T00:00:00
520,40,255,1,2024-10-18,Premium,5,40.0,0.0,200.0,200.0,Paid,2024-10-18T00:00:00,2024-10-19T00:00:00
521,28,295,10,2024-07-17,Premium,4,200.0,0.0,800.0,800.0,Paid,2024-07-17T00:00:00,2024-07-18T00:00:00
522,49,62,1,2025-01-15,VIP,5,90.0,45.0,450.0,405.0,Paid,2025-01-15T00:00:00,2025-01-18T00:00:00
523,11,125,7,2024-10-12,Standard,3,300.0,45.0,900.0,855.0,Paid,2024-10-12T00:00:00,2024-10-12T00:00:00
524,51,250,,2024-04-03,Standard,5,110.0,27.5,550.0,522.5,Paid,2024-04-03T00:00:00,2024-04-03T00:00:00
525,12,244,6,2024-10-11,Premium,1,180.0,18.0,180.0,162.0,Paid,2024-10-11T00:00:00,2024-10-12T00:00:00
526,41,90,3,2024-07-27,Standard,5,110.0,82.5,550.0,467.5,Pending,2024-07-27T00:00:00,2024-07-28T00:00:00
527,46,215,5,2024-11-21,Standard,5,80.0,40.0,400.0,360.0,Pending,2024-11-21T00:00:00,2024-11-22T00:00:00
528,13,260,8,2025-01-04,Premium,5,80.0,40.0,400.0,360.0,Refunded,2025-01-04T00:00:00,2025-01-09T00:00:00
529,43,77,1,2024-09-07,Early Bird,3,60.0,9.0,180.0,171.0,Refunded,2024-09-07T00:00:00,2024-09-08T00:00:00
530,11,108,4,2024-10-16,Early Bird,1,200.0,20.0,200.0,180.0,Paid,2024-10-16T00:00:00,2024-10-18T00:00:00
531,40,276,,2024-07-28,Premium,4,40.0,0.0,160.0,160.0,Paid,2024-07-28T00:00:00,2024-07-28T00:00:00
532,32,297,7,2024-09-05,VIP,1,120.0,6.0,120.0,114.0,Refunded,2024-09-05T00:00:00,2024-09-06T00:00:00
533,48,117,5,2024-04-14,Standard,3,90.0,0.0,270.0,270.0,Paid,2024-04-14T00:00:00,2024-04-19T00:00:00
534,27,242,1,2024-09-24,Early Bird,2,110.0,11.0,220.0,209.0,Paid,2024-09-24T00:00:00,2024-09-27T00:00:00
535,10,192,6,2024-07-23,Premium,5,275.0,68.75,1375.0,1306.25,Refunded,2024-07-23T00:00:00,2024-07-28T00:00:00
536,13,66,5,2024-10-31,Standard,3,100.0,15.0,300.0,285.0,Pending,2024-10-31T00:00:00,2024-10-31T00:00:00
537,18,88,6,2024-10-03,VIP,1,110.0,16.5,110.0,93.5,Paid,2024-10-03T00:00:00,2024-10-05T00:00:00
538,39,211,1,2024-12-30,Early Bird,5,180.0,45.0,900.0,855.0,Paid,2024-12-30T00:00:00,2025-01-03T00:00:00
539,31,127,6,2024-05-18,Premium,4,50.0,0.0,200.0,200.0,Paid,2024-05-18T00:00:00,2024-05-21T00:00:00
540,38,23,6,2024-09-18,Standard,5,67.5,0.0,337.5,337.5,Refunded,2024-09-18T00:00:00,2024-09-23T00:00:00
541,50,51,7,2024-10-21,Early Bird,1,55.0,8.25,55.0,46.75,Refunded,2024-10-21T00:00:00,2024-10-22T00:00:00
542,6,184,2,2024-09-25,VIP,1,55.0,2.75,55.0,52.25,Paid,2024-09-25T00:00:00,2024-09-30T00:00:00
543,6,293,7,2024-12-03,Standard,4,50.0,10.0,200.0,190.0,Refunded,2024-12-03T00:00:00,2024-12-06T00:00:00
544,50,238,10,2024-12-07,Standard,4,45.0,18.0,180.0,162.0,Paid,2024-12-07T00:00:00,2024-12-10T00:00:00
545,58,219,4,2024-07-13,VIP,3,300.0,0.0,900.0,900.0,Pending,2024-07-13T00:00:00,2024-07-17T00:00:00
546,37,264,,2024-04-10,VIP,2,200.0,40.0,400.0,360.0,Paid,2024-04-10T00:00:00,2024-04-10T00:00:00
547,25,188,5,2024-06-03,Premium,4,240.0,0.0,960.0,960.0,Pending,2024-06-03T00:00:00,2024-06-08T00:00:00
548,5,277,3,2024-10-18,Standard,2,90.0,18.0,180.0,162.0,Refunded,2024-10-18T00:00:00,2024-10-23T00:00:00
549,49,137,5,2024-11-07,Early Bird,2,90.0,18.0,180.0,162.0,Paid,2024-11-07T00:00:00,2024-11-07T00:00:00
550,5,270,8,2024-11-11,Standard,3,110.0,49.5,330.0,280.5,Refunded,2024-11-11T00:00:00,2024-11-16T00:00:00
551,35,189,9,2024-11-29,Standard,5,50.0,37.5,250.0,212.5,Paid,2024-11-29T00:00:00,2024-12-02T00:00:00
552,6,56,1,2024-11-25,Premium,4,45.0,18.0,180.0,162.0,Paid,2024-11-25T00:00:00,2024-11-25T00:00:00
553,45,12,8,2024-09-06,VIP,4,135.0,27.0,540.0,513.0,Refunded,2024-09-06T00:00:00,2024-09-11T00:00:00
554,35,228,6,2024-10-27,Standard,2,55.0,11.0,110.0,99.0,Paid,2024-10-27T00:00:00,2024-10-28T00:00:00
555,5,297,6,2024-12-26,VIP,2,120.0,24.0,240.0,216.0,Paid,2024-12-26T00:00:00,2024-12-29T00:00:00
556,38,156,7,2024-07-23,Premium,5,90.0,67.5,450.0,382.5,Paid,2024-07-23T00:00:00,2024-07-24T00:00:00
557,51,25,4,2024-06-17,Premium,2,110.0,22.0,220.0,198.0,Paid,2024-06-17T00:00:00,2024-06-19T00:00:00
558,30,90,2,2024-12-25,Premium,5,180.0,90.0,900.0,810.0,Paid,2024-12-25T00:00:00,2024-12-26T00:00:00
559,8,134,7,2025-01-10,VIP,3,240.0,36.0,720.0,684.0,Paid,2025-01-10T00:00:00,2025-01-11T00:00:00
560,36,191,2,2024-10-30,Early Bird,1,200.0,20.0,200.0,180.0,Pending,2024-10-30T00:00:00,2024-10-31T00:00:00
561,35,75,7,2025-01-16,Early Bird,1,40.0,6.0,40.0,34.0,Paid,2025-01-16T00:00:00,2025-01-17T00:00:00
562,1,152,10,2024-07-07,Early Bird,5,90.0,45.0,450.0,405.0,Paid,2024-07-07T00:00:00,2024-07-11T00:00:00
563,43,246,1,2024-09-15,Standard,5,82.5,41.25,412.5,371.25,Paid,2024-09-15T00:00:00,2024-09-20T00:00:00
564,36,113,9,2025-01-14,Early Bird,3,160.0,72.0,480.0,408.0,Paid,2025-01-14T00:00:00,2025-01-14T00:00:00
565,21,101,4,2024-12-09,Standard,5,180.0,45.0,900.0,855.0,Paid,2024-12-09T00:00:00,2024-12-13T00:00:00
566,55,252,3,2024-10-24,VIP,1,180.0,27.0,180.0,153.0,Pending,2024-10-24T00:00:00,2024-10-28T00:00:00
567,33,190,6,2024-07-30,Early Bird,3,55.0,8.25,165.0,156.75,Paid,2024-07-30T00:00:00,2024-07-30T00:00:00
568,19,45,8,2024-12-01,Premium,3,100.0,45.0,300.0,255.0,Refunded,2024-12-01T00:00:00,2024-12-06T00:00:00
569,27,213,6,2024-10-03,Premium,4,100.0,20.0,400.0,380.0,Pending,2024-10-03T00:00:00,2024-10-07T00:00:00
570,6,172,8,2024-11-17,Standard,2,50.0,15.0,100.0,85.0,Pending,2024-11-17T00:00:00,2024-11-20T00:00:00
571,6,285,2,2024-12-05,Early Bird,4,50.0,30.0,200.0,170.0,Pending,2024-12-05T00:00:00,2024-12-06T00:00:00
572,13,155,,2024-12-27,VIP,4,100.0,60.0,400.0,340.0,Refunded,2024-12-27T00:00:00,2024-12-31T00:00:00
573,48,135,2,2024-05-11,VIP,2,80.0,0.0,160.0,160.0,Refunded,2024-05-11T00:00:00,2024-05-11T00:00:00
574,42,126,7,2024-08-23,Standard,3,55.0,8.25,165.0,156.75,Paid,2024-08-23T00:00:00,2024-08-25T00:00:00
575,32,224,9,2024-11-01,VIP,5,150.0,112.5,750.0,637.5,Refunded,2024-11-01T00:00:00,2024-11-06T00:00:00
576,53,84,4,2024-10-06,Standard,3,180.0,0.0,540.0,540.0,Paid,2024-10-06T00:00:00,2024-10-08T00:00:00
577,30,140,,2024-09-25,VIP,2,200.0,20.0,400.0,380.0,Refunded,2024-09-25T00:00:00,2024-09-30T00:00:00
578,59,40,8,2024-09-25,Premium,1,150.0,15.0,150.0,135.0,Paid,2024-09-25T00:00:00,2024-09-25T00:00:00
579,39,155,5,2024-10-15,VIP,2,240.0,48.0,480.0,432.0,Paid,2024-10-15T00:00:00,2024-10-15T00:00:00
580,35,266,2,2024-12-11,VIP,3,45.0,0.0,135.0,135.0,Paid,2024-12-11T00:00:00,2024-12-14T00:00:00
581,27,258,2,2024-12-01,Premium,2,80.0,8.0,160.0,152.0,Paid,2024-12-01T00:00:00,2024-12-05T00:00:00
582,40,236,6,2024-08-12,Standard,5,60.0,0.0,300.0,300.0,Paid,2024-08-12T00:00:00,2024-08-13T00:00:00
583,60,72,5,2024-09-09,Early Bird,4,150.0,60.0,600.0,540.0,Pending,2024-09-09T00:00:00,2024-09-13T00:00:00
584,49,114,1,2024-12-08,Premium,2,100.0,0.0,200.0,200.0,Paid,2024-12-08T00:00:00,2024-12-13T00:00:00
585,15,218,1,2024-09-28,Standard,2,180.0,18.0,360.0,342.0,Paid,2024-09-28T00:00:00,2024-09-28T00:00:00
586,50,17,1,2024-10-24,Standard,4,40.0,8.0,160.0,152.0,Refunded,2024-10-24T00:00:00,2024-10-24T00:00:00
587,59,6,10,2024-10-08,Standard,1,120.0,12.0,120.0,108.0,Paid,2024-10-08T00:00:00,2024-10-12T00:00:00
588,14,47,,2024-04-25,Premium,2,45.0,9.0,90.0,81.0,Paid,2024-04-25T00:00:00,2024-04-29T00:00:00
589,23,292,8,2024-11-21,Standard,2,120.0,12.0,240.0,228.0,Paid,2024-11-21T00:00:00,2024-11-25T00:00:00
590,49,88,4,2025-01-19,Standard,5,90.0,22.5,450.0,427.5,Paid,2025-01-19T00:00:00,2025-01-20T00:00:00
591,59,55,7,2024-09-06,Premium,4,150.0,30.0,600.0,570.0,Paid,2024-09-06T00:00:00,2024-09-09T00:00:00
592,28,161,1,2024-08-02,Standard,5,180.0,135.0,900.0,765.0,Refunded,2024-08-02T00:00:00,2024-08-02T00:00:00
593,34,21,8,2024-09-22,Standard,4,75.0,30.0,300.0,270.0,Paid,2024-09-22T00:00:00,2024-09-25T00:00:00
594,8,228,10,2024-11-27,Premium,3,220.0,66.0,660.0,594.0,Pending,2024-11-27T00:00:00,2024-11-30T00:00:00
595,19,189,7,2024-09-27,Premium,4,90.0,0.0,360.0,360.0,Paid,2024-09-27T00:00:00,2024-10-02T00:00:00
596,32,44,8,2024-08-15,Standard,1,165.0,24.75,165.0,140.25,Paid,2024-08-15T00:00:00,2024-08-18T00:00:00
597,26,187,1,2024-06-28,Premium,5,60.0,15.0,300.0,285.0,Paid,2024-06-28T00:00:00,2024-06-29T00:00:00
598,39,256,6,2024-10-03,VIP,4,160.0,32.0,640.0,608.0,Pending,2024-10-03T00:00:00,2024-10-07T00:00:00
599,18,208,10,2024-07-16,Early Bird,4,100.0,60.0,400.0,340.0,Pending,2024-07-16T00:00:00,2024-07-18T00:00:00
600,10,251,4,2024-05-13,Early Bird,4,200.0,0.0,800.0,800.0,Paid,2024-05-13T00:00:00,2024-05-18T00:00:00
601,9,14,7,2025-01-11,Premium,1,40.0,0.0,40.0,40.0,Refunded,2025-01-11T00:00:00,2025-01-15T00:00:00
602,44,267,1,2024-10-27,Early Bird,2,50.0,0.0,100.0,100.0,Refunded,2024-10-27T00:00:00,2024-10-28T00:00:00
603,19,176,8,2024-10-22,Standard,4,110.0,44.0,440.0,396.0,Paid,2024-10-22T00:00:00,2024-10-25T00:00:00
604,57,193,5,2024-08-25,Early Bird,1,82.5,12.38,82.5,70.12,Refunded,2024-08-25T00:00:00,2024-08-25T00:00:00
605,3,221,7,2024-12-05,Premium,5,150.0,37.5,750.0,712.5,Paid,2024-12-05T00:00:00,2024-12-10T00:00:00
606,25,284,10,2024-05-18,Early Bird,1,240.0,36.0,240.0,204.0,Refunded,2024-05-18T00:00:00,2024-05-22T00:00:00
607,55,254,4,2024-11-30,Early Bird,5,120.0,90.0,600.0,510.0,Pending,2024-11-30T00:00:00,2024-12-05T00:00:00
608,23,24,,2024-09-29,Premium,3,100.0,0.0,300.0,300.0,Paid,2024-09-29T00:00:00,2024-10-01T00:00:00
609,52,50,6,2024-06-19,Early Bird,5,120.0,60.0,600.0,540.0,Paid,2024-06-19T00:00:00,2024-06-21T00:00:00
610,27,160,3,2024-11-30,Standard,1,90.0,4.5,90.0,85.5,Paid,2024-11-30T00:00:00,2024-12-02T00:00:00
611,8,236,,2024-12-03,Early Bird,2,160.0,32.0,320.0,288.0,Pending,2024-12-03T00:00:00,2024-12-07T00:00:00
612,58,12,9,2024-08-17,VIP,3,200.0,90.0,600.0,510.0,Refunded,2024-08-17T00:00:00,2024-08-21T00:00:00
613,25,106,1,2024-06-08,VIP,5,160.0,120.0,800.0,680.0,Refunded,2024-06-08T00:00:00,2024-06-12T00:00:00
614,52,224,5,2024-06-16,Premium,3,135.0,40.5,405.0,364.5,Refunded,2024-06-16T00:00:00,2024-06-21T00:00:00
615,55,136,4,2024-09-11,Standard,1,180.0,9.0,180.0,171.0,Paid,2024-09-11T00:00:00,2024-09-15T00:00:00
616,26,49,9,2024-06-14,VIP,2,90.0,0.0,180.0,180.0,Paid,2024-06-14T00:00:00,2024-06-14T00:00:00
617,37,178,3,2024-04-09,Standard,5,275.0,206.25,1375.0,1168.75,Paid,2024-04-09T00:00:00,2024-04-13T00:00:00
618,52,213,3,2024-08-14,Early Bird,4,180.0,72.0,720.0,648.0,Paid,2024-08-14T00:00:00,2024-08-18T00:00:00
619,33,265,10,2024-06-09,Premium,5,45.0,0.0,225.0,225.0,Pending,2024-06-09T00:00:00,2024-06-12T00:00:00
620,14,31,9,2024-04-16,Premium,4,50.0,30.0,200.0,170.0,Paid,2024-04-16T00:00:00,2024-04-19T00:00:00
621,10,164,6,2024-07-20,Standard,2,250.0,75.0,500.0,425.0,Paid,2024-07-20T00:00:00,2024-07-23T00:00:00
622,18,121,10,2024-07-07,Early Bird,3,90.0,27.0,270.0,243.0,Paid,2024-07-07T00:00:00,2024-07-07T00:00:00
623,10,249,7,2024-07-26,Early Bird,1,225.0,22.5,225.0,202.5,Refunded,2024-07-26T00:00:00,2024-07-31T00:00:00
624,58,15,2,2024-10-05,VIP,2,225.0,45.0,450.0,405.0,Paid,2024-10-05T00:00:00,2024-10-10T00:00:00
625,36,43,,2025-01-06,VIP,1,220.0,0.0,220.0,220.0,Pending,2025-01-06T00:00:00,2025-01-08T00:00:00
626,56,72,6,2024-07-09,Premium,4,50.0,0.0,200.0,200.0,Paid,2024-07-09T00:00:00,2024-07-13T00:00:00
627,48,47,7,2024-05-06,Premium,1,120.0,12.0,120.0,108.0,Pending,2024-05-06T00:00:00,2024-05-06T00:00:00
628,50,217,3,2024-09-12,Premium,3,50.0,22.5,150.0,127.5,Paid,2024-09-12T00:00:00,2024-09-12T00:00:00
629,12,29,4,2025-01-10,Early Bird,3,165.0,74.25,495.0,420.75,Pending,2025-01-10T00:00:00,2025-01-12T00:00:00
630,45,127,7,2024-09-10,VIP,3,180.0,81.0,540.0,459.0,Paid,2024-09-10T00:00:00,2024-09-12T00:00:00
631,31,18,10,2024-06-03,Standard,3,50.0,0.0,150.0,150.0,Paid,2024-06-03T00:00:00,2024-06-05T00:00:00
632,36,122,8,2024-12-10,Early Bird,3,200.0,0.0,600.0,600.0,Refunded,2024-12-10T00:00:00,2024-12-10T00:00:00
633,59,153,3,2024-09-20,Premium,3,150.0,0.0,450.0,450.0,Paid,2024-09-20T00:00:00,2024-09-23T00:00:00
634,41,252,1,2024-07-21,Early Bird,4,80.0,32.0,320.0,288.0,Refunded,2024-07-21T00:00:00,2024-07-23T00:00:00
635,46,34,8,2024-11-30,VIP,1,90.0,9.0,90.0,81.0,Refunded,2024-11-30T00:00:00,2024-12-04T00:00:00
636,47,27,,2024-10-06,Premium,5,200.0,150.0,1000.0,850.0,Refunded,2024-10-06T00:00:00,2024-10-11T00:00:00
637,9,295,5,2025-01-14,Standard,4,45.0,18.0,180.0,162.0,Paid,2025-01-14T00:00:00,2025-01-15T00:00:00
638,16,232,5,2024-07-16,Early Bird,2,60.0,18.0,120.0,102.0,Paid,2024-07-16T00:00:00,2024-07-18T00:00:00
639,12,44,3,2024-11-11,Early Bird,5,150.0,75.0,750.0,675.0,Paid,2024-11-11T00:00:00,2024-11-12T00:00:00
640,26,12,,2024-06-04,Premium,4,90.0,18.0,360.0,342.0,Paid,2024-06-04T00:00:00,2024-06-07T00:00:00
641,13,220,9,2024-12-17,VIP,2,80.0,24.0,160.0,136.0,Paid,2024-12-17T00:00:00,2024-12-17T00:00:00
642,24,223,8,2024-08-27,Early Bird,5,60.0,0.0,300.0,300.0,Refunded,2024-08-27T00:00:00,2024-08-27T00:00:00
643,15,254,4,2024-08-07,Early Bird,2,180.0,36.0,360.0,324.0,Paid,2024-08-07T00:00:00,2024-08-10T00:00:00
644,55,97,10,2024-11-24,Early Bird,5,135.0,67.5,675.0,607.5,Paid,2024-11-24T00:00:00,2024-11-27T00:00:00
645,51,231,3,2024-07-02,Premium,1,100.0,10.0,100.0,90.0,Paid,2024-07-02T00:00:00,2024-07-06T00:00:00
646,44,69,7,2024-09-16,VIP,4,40.0,0.0,160.0,160.0,Refunded,2024-09-16T00:00:00,2024-09-21T00:00:00
647,14,49,1,2024-04-09,Standard,4,55.0,22.0,220.0,198.0,Paid,2024-04-09T00:00:00,2024-04-11T00:00:00
648,60,130,,2024-08-12,Early Bird,4,150.0,0.0,600.0,600.0,Paid,2024-08-12T00:00:00,2024-08-15T00:00:00
649,43,92,9,2024-08-17,VIP,2,90.0,0.0,180.0,180.0,Paid,2024-08-17T00:00:00,2024-08-21T00:00:00
650,32,163,1,2024-07-13,Early Bird,3,165.0,24.75,495.0,470.25,Paid,2024-07-13T00:00:00,2024-07-15T00:00:00
651,8,185,4,2024-12-06,Early Bird,1,180.0,27.0,180.0,153.0,Paid,2024-12-06T00:00:00,2024-12-08T00:00:00
652,40,85,6,2024-07-25,VIP,3,60.0,18.0,180.0,162.0,Refunded,2024-07-25T00:00:00,2024-07-26T00:00:00
653,36,28,2,2024-10-11,Premium,4,160.0,32.0,640.0,608.0,Paid,2024-10-11T00:00:00,2024-10-11T00:00:00
654,31,254,1,2024-07-31,Standard,2,55.0,16.5,110.0,93.5,Refunded,2024-07-31T00:00:00,2024-08-02T00:00:00
655,46,76,1,2024-11-13,Standard,4,110.0,66.0,440.0,374.0,Paid,2024-11-13T00:00:00,2024-11-13T00:00:00
656,14,140,8,2024-03-20,Premium,3,45.0,6.75,135.0,128.25,Pending,2024-03-20T00:00:00,2024-03-20T00:00:00
657,34,127,1,2024-07-03,Early Bird,5,67.5,50.62,337.5,286.88,Paid,2024-07-03T00:00:00,2024-07-05T00:00:00
658,2,55,9,2024-08-07,VIP,1,82.5,8.25,82.5,74.25,Paid,2024-08-07T00:00:00,2024-08-07T00:00:00
659,6,3,9,2024-10-08,VIP,4,55.0,22.0,220.0,198.0,Paid,2024-10-08T00:00:00,2024-10-13T00:00:00
660,40,25,3,2024-09-12,VIP,3,60.0,9.0,180.0,171.0,Paid,2024-09-12T00:00:00,2024-09-12T00:00:00
661,48,205,1,2024-06-30,VIP,5,120.0,90.0,600.0,510.0,Paid,2024-06-30T00:00:00,2024-07-01T00:00:00
662,50,84,3,2024-09-05,Early Bird,4,40.0,0.0,160.0,160.0,Refunded,2024-09-05T00:00:00,2024-09-07T00:00:00
663,42,222,7,2024-08-12,VIP,2,40.0,8.0,80.0,72.0,Pending,2024-08-12T00:00:00,2024-08-13T00:00:00
664,23,229,7,2024-10-12,Early Bird,1,100.0,5.0,100.0,95.0,Refunded,2024-10-12T00:00:00,2024-10-14T00:00:00
665,37,96,5,2024-05-05,Early Bird,4,200.0,120.0,800.0,680.0,Refunded,2024-05-05T00:00:00,2024-05-05T00:00:00
666,3,80,10,2024-10-23,Early Bird,3,165.0,24.75,495.0,470.25,Pending,2024-10-23T00:00:00,2024-10-28T00:00:00
667,42,41,6,2024-09-10,Early Bird,1,50.0,7.5,50.0,42.5,Paid,2024-09-10T00:00:00,2024-09-11T00:00:00
668,9,292,4,2024-10-19,Standard,3,45.0,20.25,135.0,114.75,Pending,2024-10-19T00:00:00,2024-10-19T00:00:00
669,59,49,6,2024-11-04,Early Bird,5,120.0,90.0,600.0,510.0,Pending,2024-11-04T00:00:00,2024-11-06T00:00:00
670,23,237,1,2024-12-04,Premium,5,80.0,0.0,400.0,400.0,Paid,2024-12-04T00:00:00,2024-12-07T00:00:00
671,3,233,9,2024-12-17,Early Bird,4,150.0,60.0,600.0,540.0,Pending,2024-12-17T00:00:00,2024-12-19T00:00:00
672,22,133,1,2024-05-23,Standard,2,225.0,22.5,450.0,427.5,Refunded,2024-05-23T00:00:00,2024-05-27T00:00:00
673,2,245,2,2024-09-12,Early Bird,4,60.0,0.0,240.0,240.0,Refunded,2024-09-12T00:00:00,2024-09-17T00:00:00
674,48,203,10,2024-04-23,VIP,4,100.0,40.0,400.0,360.0,Paid,2024-04-23T00:00:00,2024-04-24T00:00:00
675,9,14,3,2025-01-13,Premium,2,40.0,0.0,80.0,80.0,Refunded,2025-01-13T00:00:00,2025-01-18T00:00:00
676,10,155,1,2024-05-28,Early Bird,2,275.0,27.5,550.0,522.5,Paid,2024-05-28T00:00:00,2024-05-31T00:00:00
677,28,249,7,2024-08-27,Early Bird,1,180.0,9.0,180.0,171.0,Paid,2024-08-27T00:00:00,2024-08-30T00:00:00
678,38,171,,2024-09-15,Standard,2,75.0,22.5,150.0,127.5,Paid,2024-09-15T00:00:00,2024-09-20T00:00:00
679,55,284,9,2024-09-20,VIP,4,165.0,99.0,660.0,561.0,Paid,2024-09-20T00:00:00,2024-09-23T00:00:00
680,26,32,3,2024-07-24,Standard,5,90.0,67.5,450.0,382.5,Refunded,2024-07-24T00:00:00,2024-07-28T00:00:00
681,21,60,7,2024-10-07,Early Bird,1,200.0,30.0,200.0,170.0,Pending,2024-10-07T00:00:00,2024-10-12T00:00:00
682,23,99,4,2024-11-09,Early Bird,4,80.0,16.0,320.0,304.0,Paid,2024-11-09T00:00:00,2024-11-12T00:00:00
683,15,240,9,2024-09-03,Premium,2,240.0,48.0,480.0,432.0,Paid,2024-09-03T00:00:00,2024-09-08T00:00:00
684,46,107,2,2024-12-05,VIP,4,100.0,60.0,400.0,340.0,Paid,2024-12-05T00:00:00,2024-12-10T00:00:00
685,31,252,9,2024-08-17,Standard,2,45.0,4.5,90.0,85.5,Refunded,2024-08-17T00:00:00,2024-08-20T00:00:00
686,20,184,,2024-11-20,VIP,2,120.0,0.0,240.0,240.0,Paid,2024-11-20T00:00:00,2024-11-25T00:00:00
687,11,221,5,2024-12-18,Standard,5,200.0,0.0,1000.0,1000.0,Pending,2024-12-18T00:00:00,2024-12-19T00:00:00
688,8,182,5,2024-11-05,Standard,2,220.0,44.0,440.0,396.0,Pending,2024-11-05T00:00:00,2024-11-07T00:00:00
689,58,225,,2024-09-20,Early Bird,5,300.0,0.0,1500.0,1500.0,Paid,2024-09-20T00:00:00,2024-09-20T00:00:00
690,51,54,8,2024-05-03,Premium,5,80.0,0.0,400.0,400.0,Paid,2024-05-03T00:00:00,2024-05-04T00:00:00
691,59,256,8,2024-09-24,Standard,2,150.0,45.0,300.0,255.0,Paid,2024-09-24T00:00:00,2024-09-29T00:00:00
692,24,213,7,2024-08-06,Standard,2,60.0,6.0,120.0,114.0,Paid,2024-08-06T00:00:00,2024-08-09T00:00:00
693,22,191,4,2024-08-12,Early Bird,5,225.0,0.0,1125.0,1125.0,Paid,2024-08-12T00:00:00,2024-08-17T00:00:00
694,43,71,3,2024-09-02,Early Bird,2,90.0,27.0,180.0,153.0,Refunded,2024-09-02T00:00:00,2024-09-05T00:00:00
695,58,75,7,2024-08-12,Standard,5,250.0,0.0,1250.0,1250.0,Pending,2024-08-12T00:00:00,2024-08-12T00:00:00
696,6,32,6,2024-10-23,Early Bird,3,55.0,8.25,165.0,156.75,Paid,2024-10-23T00:00:00,2024-10-28T00:00:00
697,60,267,10,2024-06-21,VIP,2,180.0,0.0,360.0,360.0,Refunded,2024-06-21T00:00:00,2024-06-24T00:00:00
698,57,5,5,2024-09-24,VIP,5,75.0,37.5,375.0,337.5,Pending,2024-09-24T00:00:00,2024-09-28T00:00:00
699,59,227,8,2024-10-22,VIP,4,165.0,33.0,660.0,627.0,Refunded,2024-10-22T00:00:00,2024-10-23T00:00:00
700,57,65,6,2024-11-12,VIP,1,60.0,6.0,60.0,54.0,Paid,2024-11-12T00:00:00,2024-11-12T00:00:00
701,33,82,10,2024-05-28,Standard,3,60.0,18.0,180.0,162.0,Paid,2024-05-28T00:00:00,2024-06-01T00:00:00
